TRACTCE,COUNTYFP,BLKGRPCE,NatWalkInd,Prop_land_unprotected,D4B025,D4A,D2B_E5MIXA,D2A_JPHH,D1D,D1C5_ENT,D1B,E_PctLowWage,Prop_over3kmonth,R_PCTLOWWAGE,P_WrkAge
24300,81,2,13.16666667,1.0,0.0,533.77,0.429961149,0.981481481,11.29245852,0.428334634,19.83968143,0.120754717,0.18842001962708538,0.223300971,0.659
24500,81,1,15.0,1.0,0.0,386.24,0.754589886,0.116254037,64.92993634,0.313066231,112.2655505,0.425925926,0.2085889570552147,0.190751445,0.538
24500,81,2,12.83333333,1.0,0.0,274.93,0.167226646,3.496087637,162.499954,0.0,92.36422727,0.563563115,0.23270055113288426,0.172413793,0.735
24700,81,1,11.66666667,1.0,0.26392694,144.84,0.200185415,0.325252525,28.56296084,0.207278381,60.69110981,0.372670807,0.22062841530054644,0.245795602,0.671
24900,81,1,13.83333333,1.0,0.686073172,277.61,0.227898902,0.269230769,60.16869466,0.0,116.3692085,0.108108108,0.2632831086439334,0.200634417,0.63
24900,81,2,13.33333333,1.0,0.190082146,175.69,0.912993843,0.228110599,59.98228301,1.048974743,109.4748186,0.212121212,0.29878048780487804,0.185007974,0.774
25301,81,4,9.833333333,1.0,1.0,197.14,0.777663245,0.1826742,92.821705,5.724686652,183.0536708,0.309278351,0.304542069992554,0.182432432,0.701
25100,81,2,17.16666667,1.0,0.610385168,229.33,0.621579453,0.475409836,37.41917492,7.159625526,69.36731524,0.465517241,0.3018500486854917,0.196113074,0.59
12400,61,6,12.0,0.9532123755189954,0.0,81.81,0.733480108,0.621651786,336.8126056,5.954259379,405.2865884,0.141831239,0.21743388834476005,0.069943289,0.547
25302,81,2,18.66666667,1.0,1.0,84.49,0.865522885,1.306954436,58.78589188,4.781627569,55.57938869,0.302752294,0.26417004048583,0.231192661,0.776
26901,81,2,16.0,1.0,1.0,256.15,0.808539846,0.145956607,115.6213015,0.796015845,260.8941933,0.418918919,0.13272311212814644,0.252873563,0.631
12400,61,3,15.0,1.0,0.679926784,179.71,0.339119907,0.962765957,351.7873492,8.554099676,336.6038223,0.111878453,0.4536213468869123,0.091012514,0.573
10800,61,5,11.16666667,1.0,0.873667052,240.06,0.845130863,0.337365591,271.3332678,19.50762056,283.7472082,0.282868526,0.33984375,0.101604278,0.87
11000,61,3,12.83333333,1.0,1.0,0.0,0.875351905,0.800500835,202.534905,20.48808691,173.6795459,0.326381648,0.25078793336334987,0.11048951,0.668
11000,61,5,12.0,1.0,0.229319814,242.74,0.767732556,0.828571429,174.8995668,15.13126023,145.5271205,0.268965517,0.4694189602446483,0.113636364,0.919
11600,61,3,14.33333333,1.0,0.0,130.09,0.633347557,0.1492891,153.8913135,0.0,148.286774,0.317460317,0.6440944881889764,0.115163148,0.635
11800,61,5,12.33333333,1.0,0.029091218,234.7,0.865237595,0.5625,111.3468723,5.813290524,147.1209679,0.152046784,0.5106382978723404,0.087591241,0.796
11800,61,8,12.0,1.0,1.0,249.45,0.681736621,2.308724832,307.0031073,14.79816049,95.60081459,0.103197674,0.7248157248157249,0.09947644,0.297
12600,61,4,11.66666667,1.0,1.0,136.79,0.717624543,0.352140078,337.1079609,11.07202946,423.3284457,0.198895028,0.3311074012242627,0.099865047,0.621
12600,61,7,12.33333333,1.0,1.0,206.53,0.762810594,0.67003367,220.7141129,12.45966767,195.1272954,0.221105528,0.5507411630558723,0.118780096,0.803
12800,61,5,12.0,1.0,1.0,199.83,0.81868388,0.926062847,195.4939736,25.21997576,169.6474146,0.213572854,0.31763619575253926,0.098850575,0.507
13200,61,4,17.0,1.0,0.279186146,139.48,0.689567876,0.463171865,317.619986,6.343173287,279.214955,0.141833811,0.3469640644361834,0.114364135,0.815
13400,61,6,13.0,1.0,1.0,214.58,0.756429562,1.382165605,253.2754743,43.58802335,123.5575168,0.175115207,0.5399811853245532,0.095909732,0.832
13600,61,5,15.83333333,0.9459693859279956,0.0,331.26,0.332088225,0.570532915,171.1237009,0.0,214.6162184,0.100732601,0.3092838196286472,0.121693122,0.567
13700,61,5,11.33333333,1.0,1.0,186.42,0.710533133,22.57720588,1438.577213,629.8199729,94.20616921,0.222602182,0.43815028901734104,0.150390625,0.876
13800,61,7,10.0,1.0,0.0,307.12,0.670488113,0.471760797,194.0045924,18.61217873,186.5597209,0.267605634,0.5176056338028169,0.100917431,0.661
13900,61,5,10.66666667,1.0,0.933977919,233.35,0.773911502,0.369894982,264.6336267,31.75603521,235.1060852,0.302839117,0.466824644549763,0.141614907,0.867
14401,61,2,11.5,1.0,0.760019851,0.0,0.944913008,0.19124424,230.2456891,7.531401047,349.8873744,0.313253012,0.35178351783517836,0.12516469,0.547
14900,61,5,12.5,1.0,1.0,139.48,0.917601805,0.475433526,445.4468636,19.25310609,359.0995999,0.164133739,0.32168968318440294,0.124513619,0.52
14402,61,5,11.5,1.0,0.553545119,143.5,0.66423046,0.315120712,258.7632198,8.648815838,399.7155428,0.169354839,0.3497076023391813,0.10793238,0.693
14601,61,3,13.16666667,1.0,0.999994187,0.0,0.912341349,1.103524229,224.3399772,47.37614424,149.0955128,0.243512974,0.6401869158878505,0.125468165,0.925
14602,61,4,10.0,1.0,0.999983079,198.49,0.759524896,0.248439451,266.280279,25.78418194,239.7928921,0.226130653,0.4897360703812317,0.089622642,0.691
62000,81,1,11.66666667,1.0,0.0,760.42,0.164064764,0.056133056,9.956688145,0.0,25.64034353,0.481481481,0.2956204379562044,0.194647202,0.491
99801,81,5,13.0,1.0,0.495653607,189.1,0.0,0.0,17.12439415,0.0,52.57912571,0.0,0.1437308868501529,0.201438849,0.671
54200,81,4,14.16666667,1.0,0.0,400.99,0.63567923,0.170087977,10.95113517,0.615520478,33.05857901,0.24137931,0.22808378588052755,0.177152318,0.718
15600,81,2,15.5,1.0,0.205283745,222.63,0.622186682,0.578158458,25.36790979,0.572208492,51.46697488,0.125925926,0.21741815935762818,0.241610738,0.679
14900,81,2,16.16666667,1.0,0.0,249.45,0.896262293,0.982352941,58.66170052,4.134117412,55.02652831,0.341317365,0.483160621761658,0.187687688,0.856
83800,81,2,17.0,1.0,0.0,0.0,0.782426546,0.133126935,12.80388548,0.152790996,32.14722559,0.465116279,0.2623574144486692,0.141025641,0.729
47000,81,2,14.83333333,1.0,0.005584533,276.27,0.674986324,0.08765653,20.42625976,0.065259616,66.43428892,0.387755102,0.18222003929273084,0.210837438,0.594
58900,81,3,12.33333333,1.0,1.0,177.03,0.63645082,0.054700855,46.05101833,0.067622641,120.2330552,0.1875,0.1389201349831271,0.208928571,0.665
74700,81,2,14.0,1.0,0.0,492.19,0.047783198,1.901098901,34.30937628,0.0,31.10887477,0.045086705,0.2781893004115226,0.16173913,0.649
3600,81,2,10.83333333,1.0,0.350751438,257.5,0.395488489,0.007389163,26.67222789,0.055222004,98.07427895,0.0,0.178490990990991,0.202247191,0.66
1800,81,2,14.0,1.0,0.058642042,219.94,0.412416993,0.479768786,25.4258773,0.363876598,59.53930839,0.144578313,0.20626432391138275,0.233802817,0.6
28100,81,2,14.83333333,1.0,0.0,289.68,0.813014777,0.044444444,61.28540381,0.39035289,110.5479386,0.357142857,0.2796610169491525,0.205323194,0.662
8600,81,2,16.5,1.0,0.0,346.01,0.896277465,0.220253165,16.93661196,0.603800783,39.00553057,0.344827586,0.2306501547987616,0.179966044,0.615
19800,81,2,14.33333333,1.0,0.0,0.0,0.499374443,0.073569482,18.54518144,0.141206965,67.1674465,0.481481481,0.1156271899088998,0.268858801,0.634
129102,81,2,13.0,0.9940231154070616,0.0,595.46,0.464293534,0.324561404,3.755826039,0.124365101,8.556318922,0.310810811,0.3183139534883721,0.215189873,0.663
144100,81,1,15.16666667,0.999947556842859,0.0,223.97,0.621296132,0.127853881,13.91071044,0.0,28.4790181,0.178571429,0.31261101243339257,0.188622754,0.776
28500,81,4,15.33333333,1.0,0.999697733,190.44,0.676606685,0.280431433,89.54895292,11.31484965,174.4642055,0.434065934,0.20691785052501543,0.216383308,0.589
12000,81,1,17.16666667,1.0,0.0,295.05,0.908604761,0.673076923,25.13282294,0.980110087,58.03651872,0.278571429,0.2014475271411339,0.19201995,0.694
15100,61,2,15.0,0.9999748761311891,0.191481831,311.14,0.03479571,0.776914539,149.7554898,0.0,188.2934422,0.288571429,0.25881768504719327,0.193582888,0.413
44601,81,1,17.33333333,1.0,0.945689182,264.2,0.58368834,4.009771987,128.9015133,9.189510583,63.49869024,0.348090983,0.2105606258148631,0.22759434,0.607
40500,81,1,14.83333333,1.0,0.981414889,383.56,0.849820424,0.346232179,54.55439966,1.626062583,153.4190047,0.258823529,0.0996290408055114,0.243654822,0.619
59400,81,1,12.5,1.0,0.0,250.79,0.0,0.018587361,8.988325959,0.0,26.30889569,0.2,0.26807980049875313,0.213822894,0.55
69400,81,1,12.0,0.6359914269827228,0.0,335.28,0.385902662,0.029038113,12.96546871,0.0,40.5506211,0.25,0.18412348401323042,0.187671233,0.654
37100,81,1,13.66666667,0.9997114851511129,0.0,0.0,0.557925048,0.023310023,12.71823432,0.0,28.09239873,0.0,0.2905457340507302,0.210274791,0.614
5700,81,1,16.33333333,1.0,1.0,150.21,0.866512088,1.584856397,74.3292703,9.413351328,63.82976305,0.186985173,0.314804310833806,0.215491559,0.825
9700,81,4,12.5,1.0,0.622239693,391.61,0.842727269,0.209638554,48.52724407,1.300562655,103.9637272,0.563218391,0.30101641907740423,0.172523962,0.771
104700,81,5,16.0,1.0,0.0,0.0,0.785737131,0.094252874,12.43290026,0.0,29.27059947,0.43902439,0.26537216828478966,0.262640449,0.51
36300,81,2,15.5,1.0,0.0,190.44,0.874079433,0.349593496,31.38009291,1.475796449,56.93467353,0.453488372,0.24965893587994542,0.218468468,0.623
30903,81,3,13.5,1.0,0.0,260.18,0.835790503,0.087145969,25.80986304,0.41967257,64.16793591,0.225,0.18966644865925442,0.209985316,0.638
25700,81,1,18.33333333,1.0,0.917016408,154.23,0.825722662,2.117431193,46.76156328,0.16124677,41.52104325,0.165511265,0.21941747572815534,0.186440678,0.689
47900,81,2,17.83333333,1.0,0.00010304,347.35,0.820587337,1.31,18.44859479,1.036437909,20.27963509,0.110687023,0.282793867120954,0.240506329,0.554
49900,81,3,14.5,1.0,0.0,433.18,0.489268837,0.228316327,30.04569322,0.030045693,72.71057759,0.441340782,0.12727272727272726,0.245049505,0.662
25500,81,1,16.66666667,1.0,0.625267133,374.17,0.732793566,2.827037773,36.02879877,1.650315538,26.68319168,0.227848101,0.3141070187630299,0.203243243,0.648
25800,81,1,16.66666667,1.0,0.0,265.54,0.510032225,1.178947368,17.47976053,1.329981779,34.19953147,0.229166667,0.15714285714285714,0.243713733,0.602
25900,81,1,16.0,1.0,0.969296307,209.21,0.762188958,0.297567954,30.67342879,0.726389056,79.14338946,0.177884615,0.1902377972465582,0.235572375,0.685
26000,81,1,13.5,1.0,0.0,272.25,0.492961707,0.415841584,21.64116479,0.28044706,43.18884723,0.119047619,0.1634199134199134,0.254587156,0.595
26100,81,2,14.33333333,1.0,1.0,264.2,0.594673658,0.425925926,69.73021303,0.0,123.9072187,0.130434783,0.21269177126917713,0.225634179,0.701
26100,81,4,19.0,1.0,1.0,0.0,0.872558779,1.110891089,48.86521708,5.32107627,54.54103176,0.383244207,0.24959349593495936,0.260309278,0.644
26200,81,1,13.33333333,1.0,0.0,602.16,0.183566691,0.198275862,13.23646899,0.0,32.65371986,0.376811594,0.22904062229904926,0.203363914,0.688
26300,81,2,15.66666667,1.0,1.0,292.36,0.921627666,0.285266458,64.20116863,1.939755279,151.4901562,0.32967033,0.15552779512804496,0.209580838,0.583
26600,81,1,17.16666667,1.0,0.0,372.83,0.700557469,0.434782609,27.13605257,0.093572595,39.34727622,0.23125,0.18370986920332938,0.204456094,0.516
26400,81,2,14.83333333,1.0,0.0,171.66,0.354190221,0.068493151,17.93625372,0.0,46.91258085,0.342857143,0.13249835201054713,0.229979466,0.621
26500,81,1,18.66666667,1.0,1.0,127.41,0.879540187,0.705202312,40.61849627,3.225073738,54.47759693,0.349726776,0.2296,0.234586466,0.681
26500,81,2,15.33333333,1.0,0.842891603,383.56,0.813133359,0.085057471,42.86425273,0.677695695,112.9634012,0.22972973,0.20059992500937382,0.208661417,0.704
26700,81,1,14.83333333,1.0,1.0,173.0,0.639466895,0.305263158,103.3025446,0.988111296,216.7556871,0.228448276,0.12308329879817655,0.265625,0.676
15400,61,7,9.5,1.0,0.862436822,233.35,0.385022882,0.717761557,166.0357309,0.705534267,166.5060871,0.074576271,0.6200564971751412,0.099824869,0.432
15200,61,3,13.16666667,1.0,0.0,199.83,0.785572138,1.545454545,425.1132826,25.10511512,405.7464796,0.089184061,0.20742486741308191,0.168377823,0.646
15300,61,4,11.33333333,1.0,1.000000054,118.02,0.740910621,0.785283474,333.7974441,20.68761379,243.4056181,0.302611367,0.39203675344563554,0.140740741,0.655
15400,61,5,10.33333333,1.0,0.805083805,181.05,0.965280308,0.120930233,298.6051872,7.554000271,505.0071358,0.323076923,0.225692916849978,0.09939759,0.861
15500,61,2,15.66666667,0.4837371395424869,0.0,123.38,0.548326387,0.229333333,327.624315,1.021697448,542.1807791,0.168604651,0.3121859296482412,0.109907121,0.762
15500,61,4,10.33333333,1.0,0.256943721,128.75,0.638992068,0.128987517,131.4210029,4.111665213,174.060494,0.215053763,0.3464566929133858,0.116858238,0.57
15601,61,2,12.0,1.0,1.0,173.0,0.639809158,1.288135593,240.3861028,8.903188993,238.8280447,0.098684211,0.33457595526561046,0.127118644,0.789
15601,61,4,10.16666667,1.0,1.0,269.57,0.742201489,0.229859571,484.4915011,0.0,766.516832,0.170418006,0.42931034482758623,0.099874372,0.794
15700,61,7,12.33333333,1.0,1.0,159.59,0.753604238,1.598949212,296.0969857,80.75372336,193.7403554,0.336254107,0.4168141592920354,0.163076923,0.718
16100,61,6,10.5,1.0,0.831514025,258.84,0.640316661,0.309187279,145.0438994,6.776040755,189.5460049,0.245714286,0.45217391304347826,0.129720854,0.704
15802,61,2,11.33333333,1.0,1.0,99.24,0.864351054,0.235640648,145.6886974,9.146375623,370.754869,0.3125,0.20969162995594715,0.153627312,0.658
15900,61,5,13.33333333,1.0,1.0,143.5,0.960848939,1.012373453,325.1612986,20.81305269,296.5007015,0.282222222,0.26869965477560415,0.111298482,0.876
16002,61,2,17.0,1.000000636645709,0.696624242,69.74,0.713971175,0.552511416,112.4740037,8.81508882,283.2255389,0.157024793,0.30605187319884725,0.160465116,0.813
16200,61,3,9.0,1.0,0.0,147.52,0.369153739,0.183206107,63.74436322,0.0,145.686714,0.03125,0.1524347212420607,0.238095238,0.546
16500,61,4,10.0,0.9998291353931217,0.995788403,332.6,0.558229726,3.114942529,268.8963932,21.19557408,163.8166403,0.161439114,0.3519736842105263,0.138248848,0.651
16900,61,5,13.16666667,0.9999997056232365,1.0,237.38,0.364939923,1.191056911,266.4110494,11.77507401,155.099803,0.23890785,0.4792408066429419,0.152727273,0.731
27000,81,1,16.66666667,1.0,0.0,380.88,0.678881129,0.286026201,14.65111663,0.153071368,45.28725753,0.259541985,0.14099468855625302,0.229508197,0.582
26700,81,2,15.16666667,1.0,0.778117002,118.02,0.317957798,13.85116279,304.5262188,2.178909016,56.79373718,0.039623909,0.1701417848206839,0.252988048,0.706
26700,81,3,18.66666667,1.0,0.995425792,186.42,0.951147638,0.636363636,72.04909425,3.010549972,116.4419498,0.311154599,0.14899211218229624,0.254487856,0.7
53401,81,2,14.16666667,1.0,0.0,61.69,0.310917507,0.033783784,14.08306242,0.0,50.80113756,0.1,0.1968174204355109,0.19047619,0.557
61301,81,3,13.0,1.0,0.447733995,292.36,0.687266492,0.137254902,36.57375117,0.294949606,91.43437792,0.242857143,0.21096774193548387,0.180124224,0.708
27100,81,2,12.83333333,1.0,1.0,253.47,0.629575006,0.057082452,77.6505097,0.0,237.3634899,0.444444444,0.1493184634448575,0.240715268,0.645
27200,81,1,17.33333333,1.0,0.0,150.21,0.551190348,0.882608696,21.60992235,1.796667909,41.22354702,0.482758621,0.17070217917675545,0.210526316,0.685
55700,81,2,16.5,0.9112716917397266,0.055029271,194.46,0.724470331,1.155606407,29.77307777,0.835626923,51.43747948,0.273267327,0.17749699157641396,0.22,0.536
62200,81,2,15.16666667,1.0,0.0,293.71,0.134074091,0.493506494,12.25728831,0.0,24.3272836,0.1,0.17964071856287425,0.208425721,0.637
66400,81,5,12.5,1.0,0.0,407.7,0.41816566,0.009225092,17.18219793,0.0,45.07343937,0.4,0.17670416942422237,0.221088435,0.733
71100,81,4,19.5,1.0,0.895214485,108.63,0.792440198,1.469578783,85.37318457,13.6494852,49.33240905,0.281316348,0.35025906735751294,0.170385396,0.612
17700,61,5,16.5,0.9999993296733907,0.787287205,168.98,0.369322498,0.594417077,168.9528882,3.656329411,223.4931352,0.237569061,0.23721881390593047,0.168241966,0.678
17000,61,4,7.833333333,1.0,0.0,146.18,0.395488489,0.005719733,117.5384588,0.43372125,268.7987449,0.0,0.14481645824929407,0.250312891,0.63
17300,61,5,11.16666667,0.9999998144454582,1.0,209.21,0.468173297,0.500888099,188.3378949,0.371109152,272.3941179,0.237588652,0.18664850136239783,0.167979003,0.507
17300,61,7,17.83333333,0.9999943437965969,0.999995072,0.0,0.539157195,0.549371634,163.823891,2.586693016,166.0656917,0.202614379,0.4974039460020768,0.146118721,0.631
17500,61,3,15.66666667,0.9999997267424338,1.0,0.0,0.453132656,0.316789863,319.1258878,3.122944468,394.8572912,0.263333333,0.24419179436480473,0.165945166,0.536
17700,61,8,15.33333333,1.0000007405205045,0.978762159,171.66,0.209894283,0.381660471,229.1909264,2.406689857,264.1804943,0.064935065,0.2662929222144359,0.166383701,0.643
17900,61,2,9.333333333,0.9999990846317917,1.0,252.13,0.253110847,0.479690522,274.9497395,0.339025573,285.7985578,0.040322581,0.41874258600237246,0.146534653,0.509
18000,61,4,9.0,1.0,0.923318143,197.14,0.0,0.163580247,46.93012037,0.0,120.8421773,0.320754717,0.1450381679389313,0.238095238,0.414
18100,61,5,15.33333333,0.9999996192251294,1.0,0.0,0.903736849,0.219936709,141.579074,5.884704787,196.099133,0.158273381,0.4386584289496911,0.155844156,0.661
59600,81,2,15.83333333,1.0,0.0,387.58,0.966821262,0.167785235,7.868704105,0.32957923,14.5014861,0.28,0.5340909090909091,0.206185567,0.474
9000,61,5,10.33333333,1.0000005170913013,0.781197826,232.01,0.572726155,18.50750751,782.9228336,18.21570688,69.21968613,0.126886257,0.4142614601018676,0.074324324,0.611
122702,81,4,15.0,1.0,0.0,242.74,0.741058967,0.130252101,17.21371568,0.0,44.03379528,0.193548387,0.1601513240857503,0.247252747,0.715
35100,81,2,13.0,1.0,0.0,225.31,0.627484486,0.057077626,76.68919511,0.0,136.7375413,0.26,0.23536165327210104,0.2,0.56
4500,81,2,15.83333333,1.0,0.0,155.57,0.807488054,0.151603499,64.03393286,2.755890781,130.8237565,0.288461538,0.28872366790582404,0.106508876,0.577
27300,81,1,9.333333333,1.0,0.0,164.96,0.012322411,1.396761134,50.3307998,0.0,66.91425938,0.08115942,0.1970260223048327,0.226327945,0.677
18300,81,3,10.66666667,1.0,1.0,237.38,0.704927602,0.237258348,94.31330723,4.709301441,176.0260511,0.392592593,0.3318872017353579,0.189591078,0.65
39800,81,1,17.16666667,1.0,0.600043322,142.16,0.630968837,0.241134752,13.19500458,0.109958371,32.03453889,0.279411765,0.2116704805491991,0.191037736,0.724
81800,81,1,18.33333333,1.0,0.0,155.57,0.625082006,0.519607843,21.84923366,0.171501049,79.85088848,0.245283019,0.11469072164948453,0.191803279,0.595
50700,81,2,14.5,1.0,0.0,171.66,0.745429509,0.095375723,20.83347917,0.0,59.1472918,0.333333333,0.20213754646840149,0.200255102,0.703
15500,81,1,15.0,1.0,0.431308292,167.64,0.854720701,1.104895105,71.85404965,5.779444056,89.69252602,0.30221519,0.3618339529120198,0.208086785,0.77
58900,81,2,13.16666667,1.0,0.992378105,194.46,0.433656862,0.524714829,65.00285122,1.403470651,126.8294268,0.119565217,0.1753057658707047,0.202531646,0.637
45700,81,1,11.83333333,1.0,0.011144976,270.91,0.069998948,1.441798942,43.72513507,0.0,61.56391717,0.049541284,0.23384168482207698,0.247382199,0.697
38100,81,3,10.66666667,1.0,0.226126179,472.07,0.707865497,0.046747967,17.16429247,0.031903889,66.80674431,0.608695652,0.09980897803247374,0.208530806,0.64
41400,81,2,12.66666667,1.0,0.0,305.78,0.0,0.012605042,21.44253354,0.0,44.39761095,0.0,0.19438877755511022,0.206225681,0.764
54700,81,2,15.66666667,1.0,1.0,163.62,0.774740466,0.115789474,64.5760496,1.823576151,201.8806069,0.363636364,0.13283740701381508,0.252252252,0.71
62700,81,2,16.33333333,1.0,0.0,563.27,0.683546088,0.780737705,55.25477528,0.374185837,86.87347851,0.120734908,0.2828427853553482,0.19127086,0.682
62100,81,2,17.0,1.0,0.0,278.95,0.772519152,0.779783394,16.61982629,0.269692922,26.90186892,0.12962963,0.2619047619047619,0.129943503,0.619
117500,81,1,15.66666667,1.0,0.46035326,135.45,0.848389761,0.051980198,10.36821111,0.0,22.05379493,0.285714286,0.2643805309734513,0.285714286,0.64
125700,81,1,15.33333333,1.0,0.0,233.35,0.538627261,0.486187845,18.09515314,0.221832,34.54241143,0.130681818,0.22201834862385322,0.245989305,0.624
3900,81,1,15.33333333,1.000000082607564,0.0,202.51,0.616396915,3.887530562,57.32964463,0.715932162,39.21105377,0.097484277,0.24157303370786518,0.204456094,0.69
800,81,1,13.83333333,1.0,0.016024464,355.4,0.42425714,0.278959811,26.97175983,0.0,64.34172337,0.093220339,0.23288637967537051,0.214765101,0.651
103300,81,2,14.16666667,1.0,0.0,242.74,0.623970931,0.0525,12.25552217,0.0,35.30363256,0.285714286,0.1853010164190774,0.19706499,0.635
66501,81,4,15.0,0.9365772496536733,0.0,285.66,0.239379824,0.346938776,25.68722316,0.0,37.34361014,0.4,0.3448940269749518,0.126353791,0.626
66400,81,6,16.0,1.0,0.0,193.12,0.0,0.237529691,16.89212471,0.0,43.80280323,0.11,0.2161361954108068,0.174757282,0.71
22002,81,2,13.33333333,1.0,0.0,458.66,0.836091936,0.03649635,36.82403608,0.212609908,89.46624933,0.233333333,0.17395437262357413,0.187590188,0.672
11400,81,1,17.16666667,1.0,0.0,356.74,0.797457938,1.313218391,28.52902832,1.154746384,46.93704422,0.218818381,0.18451519536903038,0.212624585,0.556
71303,81,1,14.5,1.0,1.0,282.98,0.799175674,0.168924303,123.7419439,3.038123374,192.3871099,0.377358491,0.3038839095177123,0.156723063,0.64
27300,81,5,14.16666667,1.0,0.620197301,382.22,0.91432019,0.116634799,69.55290457,1.210572706,172.7817408,0.524590164,0.1178343949044586,0.216216216,0.685
27400,81,1,11.16666667,0.9750911059513051,0.0,423.79,0.0,0.024305556,18.19266553,0.0,45.36615483,0.285714286,0.20878421387651178,0.217338217,0.67
27500,81,2,13.83333333,1.0,0.160344995,201.17,0.741906245,0.0453125,51.38660217,0.537677452,186.3436425,0.379310345,0.13973619126133552,0.186189889,0.741
27500,81,3,16.5,1.0,0.870329172,413.06,0.815183977,0.559815951,49.67213937,1.356683983,108.7097746,0.208219178,0.13003220611916264,0.209617756,0.589
27600,81,1,14.0,1.0,0.0,344.67,0.257712543,1.036057692,22.02793431,0.152971766,39.08428623,0.076566125,0.13763861709067188,0.245583039,0.643
27700,81,1,7.333333333,1.0,0.0,159.59,0.0,0.01285347,107.0159375,0.0,161.270529,0.0,0.22685185185185186,0.216216216,0.588
27700,81,3,15.33333333,1.0,0.0,112.65,0.753683977,0.024665982,124.3520375,0.0,373.1732048,0.208333333,0.12268591151553185,0.220480669,0.672
27800,81,1,13.33333333,1.0,0.0,371.49,0.037930657,0.414746544,13.1693747,0.0,28.22621679,0.033333333,0.21124620060790272,0.25198939,0.711
28100,81,4,16.0,1.0,0.835764588,112.65,0.765473957,0.355072464,91.15729435,9.335385566,126.9612437,0.255102041,0.3079584775086505,0.210155148,0.682
28000,81,1,14.16666667,1.0,0.0,379.54,0.156820773,0.920668058,24.05196254,0.0,43.03906623,0.163265306,0.1665719158612848,0.205555556,0.634
28100,81,1,17.16666667,1.0,0.0,139.48,0.767575453,0.357400722,68.76520943,8.460858096,114.0556851,0.333333333,0.24072727272727273,0.180851064,0.775
28100,81,3,17.16666667,1.0,0.772903582,232.01,0.897411678,0.280665281,77.60903656,1.7514028,95.45145259,0.244444444,0.36353211009174313,0.215873016,0.587
28200,81,1,15.33333333,1.0,0.0,144.84,0.691582857,0.237735849,14.99262638,0.110892207,43.24796071,0.238095238,0.14051282051282052,0.221910112,0.594
28400,81,1,15.5,1.0,0.0,496.21,0.627507274,0.289124668,14.37519201,0.199655445,34.4548253,0.220183486,0.1668046357615894,0.205183585,0.627
28400,81,2,17.0,1.0,0.0,168.98,0.563382987,0.442396313,17.86233766,1.611221748,48.36443214,0.151041667,0.10913268236645605,0.210309278,0.59
28500,81,1,15.16666667,1.0,0.0,191.78,0.269299806,1.700421941,52.06538247,0.406760801,68.49851881,0.109181141,0.26009501187648454,0.196808511,0.6
28500,81,2,13.83333333,1.0,0.0,328.57,0.474485688,0.10806175,91.76027533,0.117190645,131.2535228,0.365079365,0.3535714285714286,0.213740458,0.709
28500,81,3,15.66666667,1.0,0.293391724,205.19,0.837939317,0.212903226,85.3573914,4.574709866,148.3991249,0.416666667,0.2894736842105263,0.192012289,0.49
28700,81,1,16.66666667,1.0,0.0,308.46,0.682144724,0.406698565,75.56552355,0.0,118.43208,0.094117647,0.23282967032967034,0.194189602,0.654
28700,81,2,16.33333333,1.0,0.637715496,254.81,0.721662411,0.31292517,72.93833837,3.70872907,92.10010523,0.268115942,0.29194630872483224,0.17699115,0.689
28700,81,3,19.16666667,1.0,0.78311611,140.82,0.887474526,0.553921569,91.27571326,5.54193766,121.5901123,0.350442478,0.26116681859617136,0.192669173,0.707
28800,81,1,14.16666667,0.9970766986089683,0.0,183.73,0.430391237,0.079326923,17.32445066,0.0,57.90392118,0.424242424,0.10180012414649287,0.202046036,0.683
29100,81,3,14.66666667,1.0,0.860580051,323.21,0.975557926,0.131810193,71.83093012,1.406479751,99.65913662,0.413333333,0.34173387096774194,0.242063492,0.697
28800,81,2,14.5,0.3616111572798746,0.0,517.67,0.436348888,0.459940653,14.74255255,0.787769984,27.60008407,0.212903226,0.18246687054026503,0.232018561,0.551
28800,81,4,14.33333333,0.9886534707651432,0.0,277.61,0.473710404,0.127020785,22.19440186,0.0,64.76883433,0.109090909,0.13224755700325733,0.209213052,0.561
28900,81,1,14.16666667,1.0,0.0,52.3,0.466331421,0.576673866,46.75104073,0.552903241,72.43032459,0.108614232,0.26547921967769295,0.178217822,0.715
28900,81,2,15.66666667,1.0,0.0,222.63,0.69662911,0.090487239,61.2180252,0.35115502,149.3579353,0.205128205,0.21786833855799373,0.197026022,0.694
29100,81,1,15.83333333,1.0,0.135324962,159.59,0.710191195,0.486338798,28.11425953,5.632910675,59.84967592,0.337078652,0.22016806722689075,0.211703959,0.683
29100,81,2,14.66666667,1.0,0.671188299,304.43,0.24920433,0.765140325,62.96648604,2.593934401,133.5113295,0.11969112,0.15276190476190477,0.224422442,0.621
29100,81,4,17.33333333,1.0,1.0,297.73,0.650681348,0.931596091,87.41172615,2.051297131,98.72694581,0.66958042,0.20911528150134048,0.222222222,0.614
48300,81,1,14.66666667,1.0,0.011134413,493.53,0.56651085,0.118618619,37.69553575,0.509399132,92.75695099,0.341772152,0.1982026959560659,0.225663717,0.711
57900,81,1,9.833333333,1.0,0.0,407.7,0.0,0.014749263,43.56237413,0.0,114.9817401,1.0,0.28015952143569295,0.181196581,0.686
